Unique ID,Product Code,Subproduct Code,Product Name,Description,materials,Size (imp),Size (met),Power,Trade Price,RRP,Category,Range,ImageName,ThumbImageURL,ViewImageURL,Hi-Res URL,Stock,StockLevel,MPN,Manufacturer,IsMan,IsWoman,IsLingerie,IsCouples,IsFetish,IsGayMale,IsGayFemale
N0756,N0756,,"Jumbo","The Jumbo certainly lives up to its name - it's an absolutely MASSIVE realistic vibrator which will leave you feeling completely filled!

For those of us who love the sensations that only the really big can bring, the Jumbo is THREE INCHES in diameter (measure it out!) and a WHOLE FOOT LONG. Use with plenty of lube for mind blowing sensations, but gentlemen - better ask before you buy for a partner or you might get a slap!

Features a classic multi-speed &quot;twist and Go&quot; controller on the base.","latex rubber","12&quot; x 3&quot;","340mm x 70mm","AA size batteries x 2",7.33,16.99,Realistic,Vibrators,"n0756-jumbo","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0756-jumbo.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0756-jumbo.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0756-jumbo.jpg","In Stock",1,"34132","Aries Ram",0,-1,0,0,-1,-1,0
N0762 NS0154,N0762,NS0154,"Love Rings - Coloured","Funny how something so simple can make such a difference!

Our soft latex love rings simply slip around your erect penis, restricting the blood flow back out - this can help you hold your erection for up to four times as long, and it makes the tip incredibly sensitive to stimulation too!

Soft nubbles around the edges provide extra stimulation for your partner as well, so you're not the only one who benefits.

Keep one of these by your bedside table and notice the difference!","latex rubber","stretches to fit","stretches to fit","None Required",0.62,2.99,Cock Rings,Bondage,"n0762-love_rings","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0762-love_rings.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0762-love_rings.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0762-love_rings.jpg","In Stock",100,"39827","Aries Ram",-1,0,0,-1,0,-1,0
N0776,N0776,,"Eclipse Ultra 7 Penguitronic Vibe","The Ultra-7 name has become synonymous with design integrity and quality, and this purple wonder really is the princess of vibes.
With all the features you have come to expect from your Rabbit, the Ultra-7 screams quality engineering with its' six rows of heavy steel beads all spinning at different speeds, and the high-tech &quot;Ultra-7&quot; control offering you a wide variety of Surging, Pulsing or Escalating vibrations to save you the trouble of adjusting the speed manually.

The soft jelly realistic head oscillates as it rotates for even greated sensation, and the individual vibrator in the clitoral stimulator is much more powerful than those we have seen on other vibes.

Basically, if you're likely to use your Rabbit a lot, it's worth spending the extra to get something really special - and this is it! The Ultra-7 will keep you company on all those winter nights and you'll never want another vibe again!","latex rubber","10&quot; x 1.5&quot;","250mm x 35mm","AA size batteries x 4",18.58,39.99,Rabbit Vibrators,Vibrators,"n0776-eclipse_ultra_7_penguitronic_purple","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0776-eclipse_ultra_7_penguitronic_purple.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0776-eclipse_ultra_7_penguitronic_purple.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0776-eclipse_ultra_7_penguitronic_purple.jpg","In Stock",36,"2K467CLV-7-BCD","Seven Creations",0,-1,0,0,0,0,-1
N0780,N0780,,"Ejaculating Butt Plug","For those of you who love nothing more than the realistic sensation of warmth in your back passage, this is definitely the toy for you.

Described as the &quot;Ultimate Back Door Delight&quot;, the toy is easy to use - gently use the pump to fill the hygienically superior anal bulb with warm water, then set the vibrator using the multi speed control unit and when you're ready, use the bulb to squeeze the water out, lasciviously lapping at your insides.

Really this has to be experienced to be believed!","latex rubber","5.5&quot; x 1&quot;","145mm x 25mm","AA size batteries x 2",4.96,10.99,Butt Plugs,Anal Toys,"n0780-ejaculating_butt_plug","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0780-ejaculating_butt_plug.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0780-ejaculating_butt_plug.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0780-ejaculating_butt_plug.jpg","In Stock",60,"6199-BX","Seven Creations",-1,-1,0,-1,-1,-1,0
N0791 NS0069,N0791,NS0069,"Coloured Lady Finger Vibes - Black","Now there's a coloured version of our classic vibrator - slim, easy to clean, small enough to slip into your handbag, efficient on batteries and very economical, this is perfect as a disposable travel vibrator, or maybe as a stocking filler for that somebody special?
","plastic","5.5&quot; x 1&quot;","140mm x 25mm","AA size batteries x 1",1.38,4.99,Classic Vibrators,Vibrators,"n0791-coloured_lady_finger_vibes_4c","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0791-coloured_lady_finger_vibes_4c.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0791-coloured_lady_finger_vibes_4c.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0791-coloured_lady_finger_vibes_4c.jpg","In Stock",4,"31525","Aries Ram",0,-1,0,0,0,0,-1
N0791 NS0073,N0791,NS0073,"Coloured Lady Finger Vibes - Red","Now there's a coloured version of our classic vibrator - slim, easy to clean, small enough to slip into your handbag, efficient on batteries and very economical, this is perfect as a disposable travel vibrator, or maybe as a stocking filler for that somebody special?
","plastic","5.5&quot; x 1&quot;","140mm x 25mm","AA size batteries x 1",1.38,4.99,Classic Vibrators,Vibrators,"n0791-coloured_lady_finger_vibes_4c","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0791-coloured_lady_finger_vibes_4c.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0791-coloured_lady_finger_vibes_4c.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0791-coloured_lady_finger_vibes_4c.jpg","In Stock",26,"31523","Aries Ram",0,-1,0,0,0,0,-1
N0791 NS0074,N0791,NS0074,"Coloured Lady Finger Vibes - White","Now there's a coloured version of our classic vibrator - slim, easy to clean, small enough to slip into your handbag, efficient on batteries and very economical, this is perfect as a disposable travel vibrator, or maybe as a stocking filler for that somebody special?
","plastic","5.5&quot; x 1&quot;","140mm x 25mm","AA size batteries x 1",1.38,4.99,Classic Vibrators,Vibrators,"n0791-coloured_lady_finger_vibes_4c","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0791-coloured_lady_finger_vibes_4c.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0791-coloured_lady_finger_vibes_4c.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0791-coloured_lady_finger_vibes_4c.jpg","In Stock",18,"31524","Aries Ram",0,-1,0,0,0,0,-1
N0791 NS0075,N0791,NS0075,"Coloured Lady Finger Vibes - Yellow","Now there's a coloured version of our classic vibrator - slim, easy to clean, small enough to slip into your handbag, efficient on batteries and very economical, this is perfect as a disposable travel vibrator, or maybe as a stocking filler for that somebody special?
","plastic","5.5&quot; x 1&quot;","140mm x 25mm","AA size batteries x 1",1.38,4.99,Classic Vibrators,Vibrators,"n0791-coloured_lady_finger_vibes_4c","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0791-coloured_lady_finger_vibes_4c.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0791-coloured_lady_finger_vibes_4c.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0791-coloured_lady_finger_vibes_4c.jpg","Out of Stock",0,"31522","Aries Ram",0,-1,0,0,0,0,-1
N0844,N0844,,"Sharon Sloane Super Shiner 40ml","A must have for those of you who love your latex. This is the stuff that cares for it and makes it look all silky and shiney.. 

Add it to your cart now!","various","40ml","40ml","None Required",2.55,7.99,Fetish,Bondage,"n0844-sharon_sloane_super_shiner_40ml","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0844-sharon_sloane_super_shiner_40ml.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0844-sharon_sloane_super_shiner_40ml.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0844-sharon_sloane_super_shiner_40ml.jpg","End of Line",7,"3917290000","Sharon Sloane",-1,-1,-1,-1,-1,-1,-1
N0858,N0858,,"Doc Johnson Golden Girl Anal Jelly","Another great product from Doc Johnson of Hollywood, this no-nonsense jelly protects and lubricates with the best, and can be used safely for any sex games, although it is particularly designed for anal play.

Non-sticky and non-perfumed and so highly unlikely to cause irritation, this petroleum jelly based lube contains an agents which slightly desensitised the area it is applied to ï¿½ ideal for helping you relax and enjoy!

Comes in a generous 2oz tub for many, many applications.
","various","2 oz","57g","None Required",3.38,9.99,Anal Sundries,Anal Toys,"n0858-golden_girl_anal_jelly","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0858-golden_girl_anal_jelly.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0858-golden_girl_anal_jelly.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0858-golden_girl_anal_jelly.jpg","In Stock",72,"1343-00-BU","Doc Johnson",-1,-1,0,-1,-1,0,0
N0868,N0868,,"Alias Vibrating Female Strap On","The Alias is designed for girls who know what they want!

The Alias features a thick, satisfying, seven inch veiny latex rubber cock with a built in multi-speed vibrating bullet for ultimate sensations, you can show your partner who's in charge! 

Heavy duty elastic straps stretch to fit up to a size 16-18 and are easily adjusted for a secure fit.","nylon/latex rubber","6&quot; x 1.5&quot;","170mm x 40mm","AA size batteries x 2",6.52,17.99,Strap Ons,Dildos,"n0868-alias_female_strap_on_flesh","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0868-alias_female_strap_on_flesh.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0868-alias_female_strap_on_flesh.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0868-alias_female_strap_on_flesh.jpg","In Stock",57,"PG78CFV-FL-BX","Seven Creations",0,-1,0,-1,-1,0,-1
N0910 NS0051,N0910,NS0051,"Toy Joy Vibe Alive Animals - Pink Bunny","Perfect for your pocket or makeup case, this beautifully designed little vibrator looks like an innocent little toy - until you feel it in action! Billed as &quot;The most sensuous mini vibe the world has ever seen!&quot;, this little vibe is four inches of pulsating pleasure. Powered by a single AA battery, you'll always have access to this little chap when you need him!
","non-toxic vinyl rubber/plastic","5.25&quot; x 1.25&quot;","130mm x 30mm","AA size batteries x 1",3.12,7.99,Fun Vibrators,Vibrators,"n0910-vibe_alive_animals","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0910-vibe_alive_animals.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0910-vibe_alive_animals.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0910-vibe_alive_animals.jpg","End of Line",3,"3006009177","Toy Joy",0,-1,0,-1,0,0,-1
N0914,N0914,,"Penis Extension","If you've ever wondered what it would feel like to be swinging an extra couple of inches, then this is the toy for you!

The stretchy latex sheath holds the extension on comfortably whatever your size, and adds extra sensation for you  - the tip is detailed and feels very realistic - it can add up to an extra three inches onto your length.","latex rubber","3&quot; x 1.25&quot;","75mm x 40mm","None Required",3.78,19.99,Sleeves & Rings,Toys For Him,"n0914-penis_extention","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0914-penis_extention.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0914-penis_extention.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0914-penis_extention.jpg","In Stock",5,"1720","Other",-1,0,0,-1,0,-1,0
N0916,N0916,,"Arab Strap","Boost your performance and sensation with the traditional Arab Strap! This metal and leather concoction not only looks great, but it can help you keep your erection for longer - and  enhance sensitivity at the head of the penis. When used during penetrative sex it can also provide an interesting sensation for your partner! Consisting of two metal hoops, one for the base and one for the tip of the penis, and an adjustable leather strap to inhibit blood flow away from the testicles, this is a great toy, whether for fetish/bondage wear or for experimental play.
","leather/steel","adjustable","adjustable","None Required",1.8,4.99,Cock Rings,Bondage,"n0916-arab_strap","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0916-arab_strap.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0916-arab_strap.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0916-arab_strap.jpg","In Stock",12,"39030","Aries Ram",0,0,0,0,-1,0,0
N0932,N0932,,"Big John Vibrating","Ride the cowboy!

Big John is ready and waiting to give you a seeing to you'll never forget!

With a ridiculously large eight and a half inches of solid, vibrating cock, Big John is capable of satisfying the most demanding partner - whether male or female.

With a realistic moulded face and black moulded hair, thick cock and tight anus, he's up for wrestling with you if you think you're hard enough!","vinyl","na","na","AA size batteries x 2",18.36,35.99,Male,Sex Dolls,"n0932-big_john_vibrating","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0932-big_john_vibrating.gif","http://www.net1on1uk.co.uk/modules/shop/images/n0932-big_john_vibrating.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0932-big_john_vibrating.jpg","In Stock",1,"120039","NMC",0,-1,0,0,0,-1,0
